id,self_employment_type,branch,age,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
319474,3rd_category_group,Construction,55 to 64 years,Male,2015,16.1,33.8,31.2
319475,3rd_category_group,Construction,55 to 64 years,Male,2016,17.5,35.4,32.6
319476,3rd_category_group,Construction,55 to 64 years,Male,2017,18.9,37.4,34.8
319477,3rd_category_group,Construction,55 to 64 years,Male,2018,20.9,40.8,37.6
319478,3rd_category_group,Construction,55 to 64 years,Male,2019,23.1,41.6,38.3
319479,3rd_category_group,Construction,55 to 64 years,Male,2020,25.1,41.9,38.2
319484,3rd_category_group,Construction,55 to 64 years,Female,2011,1.3,20.0,16.0
319485,3rd_category_group,Construction,55 to 64 years,Female,2012,1.3,17.9,14.7
319486,3rd_category_group,Construction,55 to 64 years,Female,2013,1.3,18.4,15.2
319487,3rd_category_group,Construction,55 to 64 years,Female,2014,1.4,19.8,16.0
319488,3rd_category_group,Construction,55 to 64 years,Female,2015,1.4,21.1,16.9
319489,3rd_category_group,Construction,55 to 64 years,Female,2016,1.4,21.9,17.8
319490,3rd_category_group,Construction,55 to 64 years,Female,2017,1.5,24.0,19.4
319491,3rd_category_group,Construction,55 to 64 years,Female,2018,1.6,25.5,20.5
319492,3rd_category_group,Construction,55 to 64 years,Female,2019,1.6,26.8,21.6
319512,3rd_category_group,Construction,65 to 74 years,Male,2011,1.0,44.6,38.1
319513,3rd_category_group,Construction,65 to 74 years,Male,2012,1.2,40.3,35.7
319514,3rd_category_group,Construction,65 to 74 years,Male,2013,1.2,37.8,33.2
319515,3rd_category_group,Construction,65 to 74 years,Male,2014,1.5,40.1,35.4
319516,3rd_category_group,Construction,65 to 74 years,Male,2015,1.6,41.4,36.5
319517,3rd_category_group,Construction,65 to 74 years,Male,2016,2.0,41.7,37.0
319518,3rd_category_group,Construction,65 to 74 years,Male,2017,2.4,41.4,36.7
319519,3rd_category_group,Construction,65 to 74 years,Male,2018,2.9,42.7,37.6
319520,3rd_category_group,Construction,65 to 74 years,Male,2019,3.4,42.4,37.5
319521,3rd_category_group,Construction,65 to 74 years,Male,2020,3.7,42.7,38.1
319526,3rd_category_group,Construction,65 to 74 years,Female,2011,0.1,21.6,15.9
319527,3rd_category_group,Construction,65 to 74 years,Female,2012,0.2,20.9,14.1
319528,3rd_category_group,Construction,65 to 74 years,Female,2013,0.2,19.4,14.7
319529,3rd_category_group,Construction,65 to 74 years,Female,2014,0.2,22.8,16.5
319530,3rd_category_group,Construction,65 to 74 years,Female,2015,0.2,25.2,17.2
319531,3rd_category_group,Construction,65 to 74 years,Female,2016,0.2,22.5,17.0
319532,3rd_category_group,Construction,65 to 74 years,Female,2017,0.2,24.0,17.5
319533,3rd_category_group,Construction,65 to 74 years,Female,2018,0.3,26.0,17.9
319534,3rd_category_group,Construction,65 to 74 years,Female,2019,0.3,26.5,18.6
320856,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2011,0.5,29.7,17.5
320857,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2012,0.6,29.1,16.6
320858,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2013,0.6,24.4,15.2
320859,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2014,0.6,26.6,15.6
320860,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2015,0.7,29.3,16.3
320861,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2016,0.7,27.5,17.0
320862,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2017,0.8,33.7,18.2
320863,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2018,0.9,38.6,20.9
320864,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2019,0.9,35.6,21.0
320870,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2011,0.1,23.8,14.4
320871,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2012,0.1,22.0,15.0
320872,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2013,0.2,23.1,14.0
320873,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2014,0.2,29.0,15.7
320874,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2015,0.2,24.0,14.8
320875,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2016,0.2,32.1,15.8
320876,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2017,0.2,29.0,15.1
320877,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2018,0.3,28.2,15.8
320878,3rd_category_group,Wholesale and retail trade,75 years or older,Female,2019,0.3,34.4,19.2
320898,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2011,2.4,21.7,17.8
320899,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2012,2.5,19.3,15.3
320900,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2013,2.5,19.5,15.2
320901,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2014,2.5,20.7,16.5
320902,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2015,2.6,23.7,17.7
320903,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2016,2.6,24.0,19.7
320904,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2017,2.5,25.1,20.9
320905,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2018,2.6,28.4,22.0
320906,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2019,2.7,30.3,23.3
320907,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2020,3.4,35.6,23.3
320912,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2011,0.8,13.4,11.1
320913,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2012,0.8,11.8,9.8
320914,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2013,0.8,12.5,8.8
320915,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2014,0.9,13.6,8.8
320916,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2015,0.9,14.4,10.0
320917,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2016,0.9,15.9,11.3
320918,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2017,0.9,15.9,11.4
320919,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2018,0.9,17.5,13.5
320920,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2019,0.8,20.3,14.9
320940,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2011,11.3,29.9,24.8
320941,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2012,11.3,27.9,22.7
320942,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2013,11.1,27.8,21.9
320943,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2014,11.4,30.7,24.1
320944,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2015,11.5,33.1,25.5
320945,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2016,11.5,35.6,28.2
320946,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2017,11.6,36.4,28.9
320947,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2018,11.6,38.5,30.3
320948,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2019,11.4,40.9,32.5
320949,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2020,11.6,48.3,36.3
320954,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2011,5.2,17.8,13.3
320955,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2012,5.1,15.6,11.7
320956,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2013,5.0,15.7,12.1
320957,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2014,5.0,17.4,12.7
320958,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2015,5.3,18.7,13.0
320959,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2016,5.3,19.8,13.6
320960,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2017,5.3,21.0,14.8
320961,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2018,5.1,23.0,16.3
320962,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2019,5.0,24.1,17.7
320963,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2020,5.0,31.8,20.9
320982,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2011,24.5,33.1,27.5
320983,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2012,23.5,30.8,25.3
320984,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2013,22.2,30.3,25.0
320985,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2014,21.0,34.3,27.3
320986,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2015,20.0,36.9,29.6
320987,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2016,18.9,39.5,31.4
320988,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2017,17.9,41.3,32.7
320989,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2018,17.0,43.0,33.8
320990,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2019,16.2,45.7,35.0
320991,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2020,15.9,51.6,38.4
320996,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2011,14.2,20.0,16.0
320997,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2012,13.5,18.7,14.6
320998,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2013,12.5,18.2,14.0
320999,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2014,11.9,20.6,15.7
321000,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2015,11.6,22.6,16.6
321001,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2016,10.7,24.1,17.4
321002,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2017,10.1,25.3,18.4
321003,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2018,9.6,26.6,19.4
321004,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2019,8.8,28.5,21.6
321005,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2020,8.3,33.9,25.0
321024,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2011,24.9,32.3,25.9
321025,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2012,25.4,30.2,24.5
321026,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2013,25.9,29.6,23.8
321027,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2014,26.7,32.7,26.0
321028,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2015,27.4,36.4,28.0
321029,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2016,27.5,38.1,30.2
321030,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2017,27.7,39.7,31.4
321031,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2018,27.2,42.1,33.2
321032,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2019,26.1,44.5,34.3
321033,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2020,25.0,48.8,37.9
321038,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2011,14.5,20.7,16.8
321039,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2012,14.6,19.4,15.6
321040,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2013,14.8,19.0,15.3
321041,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2014,15.0,21.5,17.0
321042,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2015,15.6,23.8,18.3
321043,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2016,15.6,25.4,19.7
321044,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2017,15.6,26.7,20.9
321045,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2018,15.4,28.4,22.2
321046,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2019,14.7,30.2,23.6
321047,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2020,14.1,34.7,27.3
321066,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2011,17.3,31.2,23.6
321067,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2012,17.0,28.7,22.0
321068,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2013,16.9,27.9,21.3
321069,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2014,17.2,29.8,22.8
321070,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2015,17.8,32.5,24.4
321071,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2016,18.1,34.2,25.9
321072,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2017,18.6,35.6,26.8
321073,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2018,19.4,37.1,27.9
321074,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2019,20.0,38.8,29.1
321075,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2020,20.6,41.4,32.3
321080,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2011,9.6,19.6,14.7
321081,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2012,9.4,18.3,13.7
321082,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2013,9.3,17.4,13.0
321083,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2014,9.4,18.8,14.0
321084,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2015,9.6,20.1,15.0
321085,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2016,9.7,22.2,16.3
321086,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2017,10.0,23.7,17.3
321087,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2018,10.2,24.6,18.3
321088,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2019,10.4,25.7,18.8
321089,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2020,10.8,29.4,22.3
321108,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2011,3.0,40.8,31.0
321109,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2012,3.3,38.5,30.0
321110,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2013,3.7,38.1,30.3
321111,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2014,4.0,40.2,30.8
321112,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2015,4.2,42.2,32.9
321113,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2016,4.5,42.4,32.8
321114,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2017,4.9,42.9,33.1
321115,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2018,5.5,44.5,33.2
321116,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2019,5.6,46.0,33.1
321117,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2020,5.9,48.1,35.5
321122,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2011,1.5,32.0,16.5
321123,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2012,1.7,29.9,16.4
321124,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2013,1.9,27.9,16.1
321125,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2014,2.1,27.9,16.7
321126,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2015,2.3,28.6,17.8
321127,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2016,2.3,27.0,17.9
321128,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2017,2.4,27.0,18.4
321129,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2018,2.6,28.3,18.9
321130,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2019,2.7,29.6,19.4
321131,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2020,2.8,29.8,20.3
322453,3rd_category_group,Transportation and storage,75 years or older,Male,2012,0.1,23.3,17.3
322454,3rd_category_group,Transportation and storage,75 years or older,Male,2013,0.1,32.3,19.4
322455,3rd_category_group,Transportation and storage,75 years or older,Male,2014,0.1,31.1,21.5
322456,3rd_category_group,Transportation and storage,75 years or older,Male,2015,0.1,35.2,21.2
322457,3rd_category_group,Transportation and storage,75 years or older,Male,2016,0.1,30.9,25.0
322458,3rd_category_group,Transportation and storage,75 years or older,Male,2017,0.1,47.7,30.2
322459,3rd_category_group,Transportation and storage,75 years or older,Male,2018,0.1,47.6,28.7
322460,3rd_category_group,Transportation and storage,75 years or older,Male,2019,0.1,37.0,30.0
322494,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2011,1.1,24.9,21.8
322495,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2012,1.2,25.6,22.2
322496,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2013,1.3,24.6,21.3
322497,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2014,1.3,25.3,22.9
322498,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2015,1.3,28.0,23.8
322499,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2016,1.5,26.6,22.0
322500,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2017,1.7,26.1,21.9
322501,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2018,1.8,27.9,22.8
322502,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2019,2.0,27.4,23.4
322508,3rd_category_group,Transportation and storage,Younger than 25 years,Female,2011,0.1,25.8,24.5
322509,3rd_category_group,Transportation and storage,Younger than 25 years,Female,2012,0.1,22.5,22.0
322510,3rd_category_group,Transportation and storage,Younger than 25 years,Female,2013,0.1,26.8,24.6
322513,3rd_category_group,Transportation and storage,Younger than 25 years,Female,2016,0.1,35.7,33.1
322514,3rd_category_group,Transportation and storage,Younger than 25 years,Female,2017,0.1,38.2,31.7
322515,3rd_category_group,Transportation and storage,Younger than 25 years,Female,2018,0.1,40.3,30.8
322516,3rd_category_group,Transportation and storage,Younger than 25 years,Female,2019,0.1,35.8,32.5
322536,3rd_category_group,Transportation and storage,25 to 34 years,Male,2011,3.8,29.9,25.9
322537,3rd_category_group,Transportation and storage,25 to 34 years,Male,2012,4.1,29.9,25.7
322538,3rd_category_group,Transportation and storage,25 to 34 years,Male,2013,4.3,31.6,26.5
322539,3rd_category_group,Transportation and storage,25 to 34 years,Male,2014,4.6,34.6,28.8
322540,3rd_category_group,Transportation and storage,25 to 34 years,Male,2015,4.8,36.8,30.2
322541,3rd_category_group,Transportation and storage,25 to 34 years,Male,2016,5.0,35.2,29.0
322542,3rd_category_group,Transportation and storage,25 to 34 years,Male,2017,5.3,36.2,29.1
322543,3rd_category_group,Transportation and storage,25 to 34 years,Male,2018,5.8,36.9,29.2
322544,3rd_category_group,Transportation and storage,25 to 34 years,Male,2019,6.3,36.1,28.8
322545,3rd_category_group,Transportation and storage,25 to 34 years,Male,2020,5.7,32.4,25.9
322550,3rd_category_group,Transportation and storage,25 to 34 years,Female,2011,0.6,26.6,23.8
322551,3rd_category_group,Transportation and storage,25 to 34 years,Female,2012,0.6,23.0,20.9
322552,3rd_category_group,Transportation and storage,25 to 34 years,Female,2013,0.6,25.8,22.9
322553,3rd_category_group,Transportation and storage,25 to 34 years,Female,2014,0.6,31.3,26.3
322554,3rd_category_group,Transportation and storage,25 to 34 years,Female,2015,0.6,36.8,30.8
322555,3rd_category_group,Transportation and storage,25 to 34 years,Female,2016,0.6,37.5,31.5
322556,3rd_category_group,Transportation and storage,25 to 34 years,Female,2017,0.6,39.6,34.1
322557,3rd_category_group,Transportation and storage,25 to 34 years,Female,2018,0.6,41.5,33.5
322558,3rd_category_group,Transportation and storage,25 to 34 years,Female,2019,0.6,37.2,30.5
322578,3rd_category_group,Transportation and storage,35 to 44 years,Male,2011,5.9,36.4,30.0
322579,3rd_category_group,Transportation and storage,35 to 44 years,Male,2012,6.0,35.7,29.9
322580,3rd_category_group,Transportation and storage,35 to 44 years,Male,2013,6.0,38.3,30.4
322581,3rd_category_group,Transportation and storage,35 to 44 years,Male,2014,5.9,42.1,32.5
322582,3rd_category_group,Transportation and storage,35 to 44 years,Male,2015,5.5,41.6,33.6
322583,3rd_category_group,Transportation and storage,35 to 44 years,Male,2016,5.5,41.8,33.4
322584,3rd_category_group,Transportation and storage,35 to 44 years,Male,2017,5.4,42.7,33.7
322585,3rd_category_group,Transportation and storage,35 to 44 years,Male,2018,5.5,43.4,33.5
322586,3rd_category_group,Transportation and storage,35 to 44 years,Male,2019,5.7,41.2,32.7
322587,3rd_category_group,Transportation and storage,35 to 44 years,Male,2020,5.5,34.3,26.9
322592,3rd_category_group,Transportation and storage,35 to 44 years,Female,2011,1.2,28.7,24.6
322593,3rd_category_group,Transportation and storage,35 to 44 years,Female,2012,1.1,23.2,22.7
322594,3rd_category_group,Transportation and storage,35 to 44 years,Female,2013,1.1,26.7,24.1
322595,3rd_category_group,Transportation and storage,35 to 44 years,Female,2014,1.0,32.5,26.6
322596,3rd_category_group,Transportation and storage,35 to 44 years,Female,2015,1.0,39.1,30.0
322597,3rd_category_group,Transportation and storage,35 to 44 years,Female,2016,0.9,40.2,30.7
322598,3rd_category_group,Transportation and storage,35 to 44 years,Female,2017,0.9,44.2,32.3
322599,3rd_category_group,Transportation and storage,35 to 44 years,Female,2018,0.9,51.0,33.2
322600,3rd_category_group,Transportation and storage,35 to 44 years,Female,2019,0.8,43.9,34.6
322620,3rd_category_group,Transportation and storage,45 to 54 years,Male,2011,5.5,37.7,30.0
322621,3rd_category_group,Transportation and storage,45 to 54 years,Male,2012,5.9,36.2,28.5
322622,3rd_category_group,Transportation and storage,45 to 54 years,Male,2013,6.1,38.2,30.0
322623,3rd_category_group,Transportation and storage,45 to 54 years,Male,2014,6.3,41.4,32.2
322624,3rd_category_group,Transportation and storage,45 to 54 years,Male,2015,6.4,42.5,34.2
322625,3rd_category_group,Transportation and storage,45 to 54 years,Male,2016,6.7,42.3,34.8
322626,3rd_category_group,Transportation and storage,45 to 54 years,Male,2017,6.9,43.6,35.2
322627,3rd_category_group,Transportation and storage,45 to 54 years,Male,2018,7.1,45.6,36.2
322628,3rd_category_group,Transportation and storage,45 to 54 years,Male,2019,7.1,44.5,35.4
322629,3rd_category_group,Transportation and storage,45 to 54 years,Male,2020,6.7,34.5,27.2
322634,3rd_category_group,Transportation and storage,45 to 54 years,Female,2011,1.5,30.4,25.2
322635,3rd_category_group,Transportation and storage,45 to 54 years,Female,2012,1.5,27.8,23.3
322636,3rd_category_group,Transportation and storage,45 to 54 years,Female,2013,1.4,29.0,24.5
322637,3rd_category_group,Transportation and storage,45 to 54 years,Female,2014,1.4,32.8,26.9
322638,3rd_category_group,Transportation and storage,45 to 54 years,Female,2015,1.4,37.4,29.8
322639,3rd_category_group,Transportation and storage,45 to 54 years,Female,2016,1.4,39.1,31.1
322640,3rd_category_group,Transportation and storage,45 to 54 years,Female,2017,1.4,40.5,31.7
322641,3rd_category_group,Transportation and storage,45 to 54 years,Female,2018,1.3,44.1,33.6
322642,3rd_category_group,Transportation and storage,45 to 54 years,Female,2019,1.3,39.3,31.7
322662,3rd_category_group,Transportation and storage,55 to 64 years,Male,2011,3.7,36.8,29.4
322663,3rd_category_group,Transportation and storage,55 to 64 years,Male,2012,3.9,35.0,27.5
322664,3rd_category_group,Transportation and storage,55 to 64 years,Male,2013,3.9,36.2,28.4
322665,3rd_category_group,Transportation and storage,55 to 64 years,Male,2014,4.0,38.6,30.9
322666,3rd_category_group,Transportation and storage,55 to 64 years,Male,2015,4.1,41.7,32.6
322667,3rd_category_group,Transportation and storage,55 to 64 years,Male,2016,4.3,41.7,33.5
322668,3rd_category_group,Transportation and storage,55 to 64 years,Male,2017,4.6,43.0,33.5
322669,3rd_category_group,Transportation and storage,55 to 64 years,Male,2018,4.8,43.8,33.5
322670,3rd_category_group,Transportation and storage,55 to 64 years,Male,2019,5.0,42.1,32.8
322671,3rd_category_group,Transportation and storage,55 to 64 years,Male,2020,5.1,31.7,25.5
322676,3rd_category_group,Transportation and storage,55 to 64 years,Female,2011,1.1,26.9,22.6
322677,3rd_category_group,Transportation and storage,55 to 64 years,Female,2012,1.1,22.6,18.6
322678,3rd_category_group,Transportation and storage,55 to 64 years,Female,2013,1.1,25.5,20.2
322679,3rd_category_group,Transportation and storage,55 to 64 years,Female,2014,1.1,29.4,23.7
322680,3rd_category_group,Transportation and storage,55 to 64 years,Female,2015,1.1,34.4,26.4
322681,3rd_category_group,Transportation and storage,55 to 64 years,Female,2016,1.1,36.7,27.8
322682,3rd_category_group,Transportation and storage,55 to 64 years,Female,2017,1.1,38.0,27.9
322683,3rd_category_group,Transportation and storage,55 to 64 years,Female,2018,1.2,39.1,27.7
322684,3rd_category_group,Transportation and storage,55 to 64 years,Female,2019,1.2,38.1,25.8
322704,3rd_category_group,Transportation and storage,65 to 74 years,Male,2011,0.6,46.2,40.3
322705,3rd_category_group,Transportation and storage,65 to 74 years,Male,2012,0.7,46.7,37.9
322706,3rd_category_group,Transportation and storage,65 to 74 years,Male,2013,0.8,44.9,38.5
322707,3rd_category_group,Transportation and storage,65 to 74 years,Male,2014,0.9,47.8,40.2
322708,3rd_category_group,Transportation and storage,65 to 74 years,Male,2015,0.9,49.3,41.2
322709,3rd_category_group,Transportation and storage,65 to 74 years,Male,2016,1.0,51.0,40.1
322710,3rd_category_group,Transportation and storage,65 to 74 years,Male,2017,1.1,48.3,38.7
322711,3rd_category_group,Transportation and storage,65 to 74 years,Male,2018,1.2,48.6,39.9
322712,3rd_category_group,Transportation and storage,65 to 74 years,Male,2019,1.3,47.1,37.8
322718,3rd_category_group,Transportation and storage,65 to 74 years,Female,2011,0.2,26.9,23.7
322719,3rd_category_group,Transportation and storage,65 to 74 years,Female,2012,0.2,24.0,18.8
322720,3rd_category_group,Transportation and storage,65 to 74 years,Female,2013,0.2,25.9,20.1
322721,3rd_category_group,Transportation and storage,65 to 74 years,Female,2014,0.2,28.4,22.8
322722,3rd_category_group,Transportation and storage,65 to 74 years,Female,2015,0.2,34.1,26.8
322723,3rd_category_group,Transportation and storage,65 to 74 years,Female,2016,0.2,36.2,26.7
322724,3rd_category_group,Transportation and storage,65 to 74 years,Female,2017,0.3,31.1,25.5
322725,3rd_category_group,Transportation and storage,65 to 74 years,Female,2018,0.3,35.0,25.2
322726,3rd_category_group,Transportation and storage,65 to 74 years,Female,2019,0.3,32.0,23.3
324050,3rd_category_group,Accommodation and food serving,75 years or older,Male,2013,0.1,33.7,26.0
324051,3rd_category_group,Accommodation and food serving,75 years or older,Male,2014,0.1,48.5,22.3
324052,3rd_category_group,Accommodation and food serving,75 years or older,Male,2015,0.1,29.4,23.1
324053,3rd_category_group,Accommodation and food serving,75 years or older,Male,2016,0.1,31.6,26.0
324054,3rd_category_group,Accommodation and food serving,75 years or older,Male,2017,0.1,36.2,30.6
324055,3rd_category_group,Accommodation and food serving,75 years or older,Male,2018,0.2,41.2,33.4
324056,3rd_category_group,Accommodation and food serving,75 years or older,Male,2019,0.2,52.0,34.5
324070,3rd_category_group,Accommodation and food serving,75 years or older,Female,2019,0.1,62.5,34.8
324090,3rd_category_group,Accommodation and food serving,Younger than 25 years,Male,2011,0.7,21.0,19.0
324091,3rd_category_group,Accommodation and food serving,Younger than 25 years,Male,2012,0.7,18.1,16.8
324092,3rd_category_group,Accommodation and food serving,Younger than 25 years,Male,2013,0.7,19.3,16.5
324093,3rd_category_group,Accommodation and food serving,Younger than 25 years,Male,2014,0.7,19.8,16.8
324094,3rd_category_group,Accommodation and food serving,Younger than 25 years,Male,2015,0.8,23.4,19.5
324095,3rd_category_group,Accommodation and food serving,Younger than 25 years,Male,2016,0.8,23.5,21.1
