id,self_employment_type,branch,position_in_household,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
270293,2nd_category_group,Construction,Main earner with partner,Male,2016,65.6,44.3,41.4
270294,2nd_category_group,Construction,Main earner with partner,Male,2017,67.9,46.3,42.9
270295,2nd_category_group,Construction,Main earner with partner,Male,2018,72.9,49.1,45.4
270296,2nd_category_group,Construction,Main earner with partner,Male,2019,77.5,50.6,46.6
270297,2nd_category_group,Construction,Main earner with partner,Male,2020,79.0,51.7,47.1
270302,2nd_category_group,Construction,Main earner with partner,Female,2011,0.6,33.6,27.6
270303,2nd_category_group,Construction,Main earner with partner,Female,2012,0.6,30.7,25.9
270304,2nd_category_group,Construction,Main earner with partner,Female,2013,0.7,30.1,25.8
270305,2nd_category_group,Construction,Main earner with partner,Female,2014,0.7,33.3,28.7
270306,2nd_category_group,Construction,Main earner with partner,Female,2015,0.7,32.6,28.8
270307,2nd_category_group,Construction,Main earner with partner,Female,2016,0.7,34.1,30.5
270308,2nd_category_group,Construction,Main earner with partner,Female,2017,0.8,36.2,30.9
270309,2nd_category_group,Construction,Main earner with partner,Female,2018,0.8,38.3,33.4
270310,2nd_category_group,Construction,Main earner with partner,Female,2019,0.8,41.0,35.0
270330,2nd_category_group,Construction,Partner of main earnerr,Male,2011,11.4,18.3,17.8
270331,2nd_category_group,Construction,Partner of main earnerr,Male,2012,14.1,16.8,16.1
270332,2nd_category_group,Construction,Partner of main earnerr,Male,2013,15.0,17.3,16.8
270333,2nd_category_group,Construction,Partner of main earnerr,Male,2014,15.0,18.6,18.0
270334,2nd_category_group,Construction,Partner of main earnerr,Male,2015,15.0,19.6,18.9
270335,2nd_category_group,Construction,Partner of main earnerr,Male,2016,15.4,20.2,19.4
270336,2nd_category_group,Construction,Partner of main earnerr,Male,2017,15.3,21.4,20.7
270337,2nd_category_group,Construction,Partner of main earnerr,Male,2018,15.2,23.1,22.1
270338,2nd_category_group,Construction,Partner of main earnerr,Male,2019,16.4,23.8,22.7
270339,2nd_category_group,Construction,Partner of main earnerr,Male,2020,18.7,23.3,22.0
270344,2nd_category_group,Construction,Partner of main earnerr,Female,2011,3.2,18.6,16.5
270345,2nd_category_group,Construction,Partner of main earnerr,Female,2012,3.3,17.6,15.2
270346,2nd_category_group,Construction,Partner of main earnerr,Female,2013,3.3,17.6,15.3
270347,2nd_category_group,Construction,Partner of main earnerr,Female,2014,3.5,18.7,15.9
270348,2nd_category_group,Construction,Partner of main earnerr,Female,2015,3.6,19.6,16.8
270349,2nd_category_group,Construction,Partner of main earnerr,Female,2016,3.4,20.5,17.3
270350,2nd_category_group,Construction,Partner of main earnerr,Female,2017,3.5,21.7,18.4
270351,2nd_category_group,Construction,Partner of main earnerr,Female,2018,3.6,23.4,20.1
270352,2nd_category_group,Construction,Partner of main earnerr,Female,2019,3.8,24.3,21.3
270353,2nd_category_group,Construction,Partner of main earnerr,Female,2020,4.0,25.5,21.6
270414,2nd_category_group,Construction,Child of age,Male,2011,6.3,29.1,28.0
270415,2nd_category_group,Construction,Child of age,Male,2012,6.5,26.9,25.7
270416,2nd_category_group,Construction,Child of age,Male,2013,6.5,26.9,25.3
270417,2nd_category_group,Construction,Child of age,Male,2014,6.9,28.2,26.9
270418,2nd_category_group,Construction,Child of age,Male,2015,7.4,29.9,28.6
270419,2nd_category_group,Construction,Child of age,Male,2016,7.5,31.5,30.3
270420,2nd_category_group,Construction,Child of age,Male,2017,7.8,33.6,32.0
270421,2nd_category_group,Construction,Child of age,Male,2018,8.5,35.5,34.1
270422,2nd_category_group,Construction,Child of age,Male,2019,9.7,36.3,34.7
270423,2nd_category_group,Construction,Child of age,Male,2020,10.3,36.6,33.4
270456,2nd_category_group,Construction,Other member,Male,2011,1.1,23.2,22.3
270457,2nd_category_group,Construction,Other member,Male,2012,1.1,20.4,19.2
270458,2nd_category_group,Construction,Other member,Male,2013,1.1,20.3,19.0
270459,2nd_category_group,Construction,Other member,Male,2014,1.1,21.9,20.5
270460,2nd_category_group,Construction,Other member,Male,2015,1.2,24.1,23.2
270461,2nd_category_group,Construction,Other member,Male,2016,1.2,26.9,25.6
270462,2nd_category_group,Construction,Other member,Male,2017,1.5,27.7,26.3
270463,2nd_category_group,Construction,Other member,Male,2018,1.7,29.4,28.4
270464,2nd_category_group,Construction,Other member,Male,2019,2.0,30.6,29.6
271800,2nd_category_group,Wholesale and retail trade,Main earner,Male,2011,37.5,37.6,31.0
271801,2nd_category_group,Wholesale and retail trade,Main earner,Male,2012,37.4,36.2,29.6
271802,2nd_category_group,Wholesale and retail trade,Main earner,Male,2013,37.2,35.6,29.0
271803,2nd_category_group,Wholesale and retail trade,Main earner,Male,2014,37.6,37.4,30.4
271804,2nd_category_group,Wholesale and retail trade,Main earner,Male,2015,38.6,38.9,31.7
271805,2nd_category_group,Wholesale and retail trade,Main earner,Male,2016,37.8,39.5,32.6
271806,2nd_category_group,Wholesale and retail trade,Main earner,Male,2017,37.7,41.0,33.4
271807,2nd_category_group,Wholesale and retail trade,Main earner,Male,2018,38.2,41.8,34.7
271808,2nd_category_group,Wholesale and retail trade,Main earner,Male,2019,38.7,44.3,36.4
271809,2nd_category_group,Wholesale and retail trade,Main earner,Male,2020,37.9,47.7,39.2
271814,2nd_category_group,Wholesale and retail trade,Main earner,Female,2011,7.0,25.9,20.0
271815,2nd_category_group,Wholesale and retail trade,Main earner,Female,2012,7.1,24.3,18.5
271816,2nd_category_group,Wholesale and retail trade,Main earner,Female,2013,7.2,23.7,18.0
271817,2nd_category_group,Wholesale and retail trade,Main earner,Female,2014,7.3,25.4,19.6
271818,2nd_category_group,Wholesale and retail trade,Main earner,Female,2015,7.7,26.5,20.0
271819,2nd_category_group,Wholesale and retail trade,Main earner,Female,2016,7.6,27.6,20.9
271820,2nd_category_group,Wholesale and retail trade,Main earner,Female,2017,7.7,28.7,21.3
271821,2nd_category_group,Wholesale and retail trade,Main earner,Female,2018,7.7,29.9,22.7
271822,2nd_category_group,Wholesale and retail trade,Main earner,Female,2019,7.9,32.2,24.6
271823,2nd_category_group,Wholesale and retail trade,Main earner,Female,2020,7.8,37.2,28.8
271842,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2011,8.7,27.0,20.0
271843,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2012,9.1,25.6,18.9
271844,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2013,9.3,24.8,18.1
271845,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2014,9.4,27.0,19.9
271846,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2015,9.8,28.8,20.7
271847,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2016,9.8,29.5,22.1
271848,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2017,9.9,30.3,22.6
271849,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2018,10.2,31.2,23.8
271850,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2019,10.3,34.0,25.2
271851,2nd_category_group,Wholesale and retail trade,Main earner without partner,Male,2020,9.9,37.9,29.0
271856,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2011,2.9,19.6,14.0
271857,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2012,3.1,18.1,12.7
271858,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2013,3.1,18.3,13.2
271859,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2014,3.2,19.4,14.0
271860,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2015,3.5,20.0,14.1
271861,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2016,3.5,20.8,14.7
271862,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2017,3.6,22.0,15.2
271863,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2018,3.6,22.6,15.8
271864,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2019,3.7,24.6,17.6
271865,2nd_category_group,Wholesale and retail trade,Main earner without partner,Female,2020,3.4,29.9,22.6
271884,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2011,28.7,40.8,34.1
271885,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2012,28.4,39.5,33.0
271886,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2013,27.9,39.1,32.5
271887,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2014,28.2,40.9,34.0
271888,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2015,28.8,42.3,35.6
271889,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2016,27.9,43.0,36.3
271890,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2017,27.8,44.9,37.0
271891,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2018,28.1,45.6,38.7
271892,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2019,28.4,48.0,40.3
271893,2nd_category_group,Wholesale and retail trade,Main earner with partner,Male,2020,28.0,51.1,42.7
271898,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2011,4.1,30.4,24.5
271899,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2012,4.0,29.0,23.0
271900,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2013,4.0,28.0,22.1
271901,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2014,4.0,30.1,23.8
271902,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2015,4.2,32.0,25.0
271903,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2016,4.0,33.6,26.6
271904,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2017,4.1,34.6,27.3
271905,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2018,4.1,36.4,29.1
271906,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2019,4.2,38.9,30.7
271907,2nd_category_group,Wholesale and retail trade,Main earner with partner,Female,2020,4.5,42.7,33.9
271926,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2011,13.0,12.5,11.0
271927,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2012,13.6,12.1,10.6
271928,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2013,14.1,11.8,10.7
271929,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2014,14.3,12.8,11.0
271930,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2015,14.1,14.1,11.9
271931,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2016,13.8,14.9,12.5
271932,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2017,13.8,15.8,13.1
271933,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2018,13.9,16.7,14.0
271934,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2019,13.8,18.1,15.1
271935,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2020,14.2,20.1,16.2
271940,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2011,18.9,12.2,9.3
271941,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2012,19.0,11.8,9.0
271942,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2013,18.8,11.6,9.0
271943,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2014,19.2,12.3,9.3
271944,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2015,19.8,13.0,9.6
271945,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2016,19.3,13.5,10.0
271946,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2017,18.9,14.4,10.6
271947,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2018,18.7,15.4,11.4
271948,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2019,18.1,16.4,12.3
271949,2nd_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2020,17.6,18.9,13.9
272010,2nd_category_group,Wholesale and retail trade,Child of age,Male,2011,3.2,19.9,15.2
272011,2nd_category_group,Wholesale and retail trade,Child of age,Male,2012,3.4,17.9,14.0
272012,2nd_category_group,Wholesale and retail trade,Child of age,Male,2013,3.5,17.5,13.2
272013,2nd_category_group,Wholesale and retail trade,Child of age,Male,2014,3.6,18.9,14.1
272014,2nd_category_group,Wholesale and retail trade,Child of age,Male,2015,3.8,20.8,15.3
272015,2nd_category_group,Wholesale and retail trade,Child of age,Male,2016,3.8,21.8,16.7
272016,2nd_category_group,Wholesale and retail trade,Child of age,Male,2017,3.8,22.4,18.0
272017,2nd_category_group,Wholesale and retail trade,Child of age,Male,2018,3.8,24.0,19.2
272018,2nd_category_group,Wholesale and retail trade,Child of age,Male,2019,4.0,26.5,20.4
272019,2nd_category_group,Wholesale and retail trade,Child of age,Male,2020,4.5,30.5,22.0
272024,2nd_category_group,Wholesale and retail trade,Child of age,Female,2011,0.5,12.7,10.4
272025,2nd_category_group,Wholesale and retail trade,Child of age,Female,2012,0.6,11.3,9.1
272026,2nd_category_group,Wholesale and retail trade,Child of age,Female,2013,0.6,10.6,8.1
272027,2nd_category_group,Wholesale and retail trade,Child of age,Female,2014,0.7,10.6,8.3
272028,2nd_category_group,Wholesale and retail trade,Child of age,Female,2015,0.7,11.9,8.2
272029,2nd_category_group,Wholesale and retail trade,Child of age,Female,2016,0.8,13.5,9.4
272030,2nd_category_group,Wholesale and retail trade,Child of age,Female,2017,0.7,12.8,9.2
272031,2nd_category_group,Wholesale and retail trade,Child of age,Female,2018,0.7,12.9,10.8
272032,2nd_category_group,Wholesale and retail trade,Child of age,Female,2019,0.7,15.2,11.6
272052,2nd_category_group,Wholesale and retail trade,Other member,Male,2011,0.9,13.9,11.1
272053,2nd_category_group,Wholesale and retail trade,Other member,Male,2012,0.9,12.4,9.7
272054,2nd_category_group,Wholesale and retail trade,Other member,Male,2013,0.9,12.7,10.0
272055,2nd_category_group,Wholesale and retail trade,Other member,Male,2014,0.8,13.5,10.8
272056,2nd_category_group,Wholesale and retail trade,Other member,Male,2015,0.9,12.9,11.3
272057,2nd_category_group,Wholesale and retail trade,Other member,Male,2016,0.9,14.1,11.2
272058,2nd_category_group,Wholesale and retail trade,Other member,Male,2017,1.0,14.9,12.0
272059,2nd_category_group,Wholesale and retail trade,Other member,Male,2018,1.0,17.7,14.4
272060,2nd_category_group,Wholesale and retail trade,Other member,Male,2019,1.1,18.5,15.1
272066,2nd_category_group,Wholesale and retail trade,Other member,Female,2011,0.4,8.5,6.1
272067,2nd_category_group,Wholesale and retail trade,Other member,Female,2012,0.4,8.7,7.5
272068,2nd_category_group,Wholesale and retail trade,Other member,Female,2013,0.3,8.8,7.2
272069,2nd_category_group,Wholesale and retail trade,Other member,Female,2014,0.4,8.7,6.6
272070,2nd_category_group,Wholesale and retail trade,Other member,Female,2015,0.4,9.4,7.3
272071,2nd_category_group,Wholesale and retail trade,Other member,Female,2016,0.4,9.5,7.3
272072,2nd_category_group,Wholesale and retail trade,Other member,Female,2017,0.4,11.0,7.8
272073,2nd_category_group,Wholesale and retail trade,Other member,Female,2018,0.5,11.5,9.3
272074,2nd_category_group,Wholesale and retail trade,Other member,Female,2019,0.4,12.4,9.2
273396,2nd_category_group,Transportation and storage,Main earner,Male,2011,11.7,41.2,33.3
273397,2nd_category_group,Transportation and storage,Main earner,Male,2012,12.7,40.6,32.1
273398,2nd_category_group,Transportation and storage,Main earner,Male,2013,13.2,41.9,32.8
273399,2nd_category_group,Transportation and storage,Main earner,Male,2014,13.7,43.7,34.3
273400,2nd_category_group,Transportation and storage,Main earner,Male,2015,13.9,41.6,35.1
273401,2nd_category_group,Transportation and storage,Main earner,Male,2016,14.3,41.4,35.0
273402,2nd_category_group,Transportation and storage,Main earner,Male,2017,14.6,41.9,34.8
273403,2nd_category_group,Transportation and storage,Main earner,Male,2018,15.5,42.9,35.4
273404,2nd_category_group,Transportation and storage,Main earner,Male,2019,16.5,42.1,35.1
273405,2nd_category_group,Transportation and storage,Main earner,Male,2020,14.3,36.7,30.1
273410,2nd_category_group,Transportation and storage,Main earner,Female,2011,1.1,36.8,31.1
273411,2nd_category_group,Transportation and storage,Main earner,Female,2012,1.1,33.6,29.3
273412,2nd_category_group,Transportation and storage,Main earner,Female,2013,1.1,35.3,29.6
273413,2nd_category_group,Transportation and storage,Main earner,Female,2014,1.0,37.8,31.7
273414,2nd_category_group,Transportation and storage,Main earner,Female,2015,1.1,40.6,35.3
273415,2nd_category_group,Transportation and storage,Main earner,Female,2016,1.0,42.8,33.9
273416,2nd_category_group,Transportation and storage,Main earner,Female,2017,1.1,45.9,37.1
273417,2nd_category_group,Transportation and storage,Main earner,Female,2018,1.1,50.3,36.0
273418,2nd_category_group,Transportation and storage,Main earner,Female,2019,1.1,44.0,34.6
273438,2nd_category_group,Transportation and storage,Main earner without partner,Male,2011,2.8,31.2,25.0
273439,2nd_category_group,Transportation and storage,Main earner without partner,Male,2012,3.2,30.0,24.5
273440,2nd_category_group,Transportation and storage,Main earner without partner,Male,2013,3.4,31.2,24.9
273441,2nd_category_group,Transportation and storage,Main earner without partner,Male,2014,3.5,32.6,26.1
273442,2nd_category_group,Transportation and storage,Main earner without partner,Male,2015,3.7,32.3,27.7
273443,2nd_category_group,Transportation and storage,Main earner without partner,Male,2016,3.9,32.2,27.1
273444,2nd_category_group,Transportation and storage,Main earner without partner,Male,2017,4.2,33.4,26.8
273445,2nd_category_group,Transportation and storage,Main earner without partner,Male,2018,4.6,33.9,27.8
273446,2nd_category_group,Transportation and storage,Main earner without partner,Male,2019,5.1,33.6,27.3
273447,2nd_category_group,Transportation and storage,Main earner without partner,Male,2020,4.4,30.0,26.0
273452,2nd_category_group,Transportation and storage,Main earner without partner,Female,2011,0.3,28.2,24.4
273453,2nd_category_group,Transportation and storage,Main earner without partner,Female,2012,0.3,25.3,22.2
273454,2nd_category_group,Transportation and storage,Main earner without partner,Female,2013,0.3,29.7,22.4
273455,2nd_category_group,Transportation and storage,Main earner without partner,Female,2014,0.3,28.0,22.0
273456,2nd_category_group,Transportation and storage,Main earner without partner,Female,2015,0.3,29.4,24.8
273457,2nd_category_group,Transportation and storage,Main earner without partner,Female,2016,0.3,34.7,24.8
273458,2nd_category_group,Transportation and storage,Main earner without partner,Female,2017,0.3,36.7,25.2
273459,2nd_category_group,Transportation and storage,Main earner without partner,Female,2018,0.3,48.4,24.4
273460,2nd_category_group,Transportation and storage,Main earner without partner,Female,2019,0.4,36.6,23.2
273480,2nd_category_group,Transportation and storage,Main earner with partner,Male,2011,8.9,44.3,35.8
273481,2nd_category_group,Transportation and storage,Main earner with partner,Male,2012,9.5,44.2,35.0
273482,2nd_category_group,Transportation and storage,Main earner with partner,Male,2013,9.8,45.7,35.8
273483,2nd_category_group,Transportation and storage,Main earner with partner,Male,2014,10.2,47.5,37.2
273484,2nd_category_group,Transportation and storage,Main earner with partner,Male,2015,10.3,45.0,38.0
273485,2nd_category_group,Transportation and storage,Main earner with partner,Male,2016,10.4,44.9,38.3
273486,2nd_category_group,Transportation and storage,Main earner with partner,Male,2017,10.5,45.4,38.3
273487,2nd_category_group,Transportation and storage,Main earner with partner,Male,2018,10.9,46.7,39.0
273488,2nd_category_group,Transportation and storage,Main earner with partner,Male,2019,11.4,45.9,39.1
273489,2nd_category_group,Transportation and storage,Main earner with partner,Male,2020,9.9,39.7,32.3
273494,2nd_category_group,Transportation and storage,Main earner with partner,Female,2011,0.8,39.5,33.6
273495,2nd_category_group,Transportation and storage,Main earner with partner,Female,2012,0.8,36.8,31.4
273496,2nd_category_group,Transportation and storage,Main earner with partner,Female,2013,0.8,37.5,32.2
273497,2nd_category_group,Transportation and storage,Main earner with partner,Female,2014,0.7,41.5,35.5
273498,2nd_category_group,Transportation and storage,Main earner with partner,Female,2015,0.8,45.1,39.0
273499,2nd_category_group,Transportation and storage,Main earner with partner,Female,2016,0.7,46.1,38.6
273500,2nd_category_group,Transportation and storage,Main earner with partner,Female,2017,0.8,49.7,42.0
273501,2nd_category_group,Transportation and storage,Main earner with partner,Female,2018,0.8,51.1,41.9
273502,2nd_category_group,Transportation and storage,Main earner with partner,Female,2019,0.7,47.6,42.0
273522,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2011,2.7,19.3,17.7
273523,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2012,2.8,17.4,17.0
273524,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2013,2.9,18.6,17.4
273525,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2014,2.8,18.8,17.7
273526,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2015,2.8,21.8,19.2
273527,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2016,2.9,21.9,19.1
273528,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2017,3.1,23.2,19.9
273529,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2018,3.4,24.2,20.3
273530,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2019,3.6,23.1,20.2
273531,2nd_category_group,Transportation and storage,Partner of main earnerr,Male,2020,5.1,18.5,16.4
273536,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2011,2.1,23.5,19.2
273537,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2012,2.2,20.2,17.7
273538,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2013,2.1,21.6,18.1
273539,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2014,2.0,23.6,19.1
273540,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2015,2.0,26.5,20.9
273541,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2016,1.8,27.6,21.8
273542,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2017,1.9,28.6,22.1
273543,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2018,1.9,31.4,23.7
273544,2nd_category_group,Transportation and storage,Partner of main earnerr,Female,2019,1.9,28.6,22.5
273606,2nd_category_group,Transportation and storage,Child of age,Male,2011,1.1,24.5,21.8
273607,2nd_category_group,Transportation and storage,Child of age,Male,2012,1.3,24.5,21.9
273608,2nd_category_group,Transportation and storage,Child of age,Male,2013,1.4,23.7,21.3
273609,2nd_category_group,Transportation and storage,Child of age,Male,2014,1.5,26.5,23.5
273610,2nd_category_group,Transportation and storage,Child of age,Male,2015,1.6,27.9,24.1
273611,2nd_category_group,Transportation and storage,Child of age,Male,2016,1.8,26.6,23.0
273612,2nd_category_group,Transportation and storage,Child of age,Male,2017,1.9,27.2,22.8
273613,2nd_category_group,Transportation and storage,Child of age,Male,2018,2.3,27.3,23.5
273614,2nd_category_group,Transportation and storage,Child of age,Male,2019,2.5,27.0,22.9
273648,2nd_category_group,Transportation and storage,Other member,Male,2011,0.5,19.4,17.5
273649,2nd_category_group,Transportation and storage,Other member,Male,2012,0.4,18.6,17.2
273650,2nd_category_group,Transportation and storage,Other member,Male,2013,0.5,19.5,18.5
273651,2nd_category_group,Transportation and storage,Other member,Male,2014,0.4,18.4,19.8
273652,2nd_category_group,Transportation and storage,Other member,Male,2015,0.4,22.4,21.0
273653,2nd_category_group,Transportation and storage,Other member,Male,2016,0.5,23.5,20.7
273654,2nd_category_group,Transportation and storage,Other member,Male,2017,0.5,25.7,21.9
273655,2nd_category_group,Transportation and storage,Other member,Male,2018,0.6,26.6,21.4
273656,2nd_category_group,Transportation and storage,Other member,Male,2019,0.7,24.3,21.5
273662,2nd_category_group,Transportation and storage,Other member,Female,2011,0.2,14.7,15.6
273663,2nd_category_group,Transportation and storage,Other member,Female,2012,0.2,13.9,13.4
273664,2nd_category_group,Transportation and storage,Other member,Female,2013,0.1,18.7,19.3
273665,2nd_category_group,Transportation and storage,Other member,Female,2014,0.1,22.3,21.6
273667,2nd_category_group,Transportation and storage,Other member,Female,2016,0.1,26.8,22.6
273668,2nd_category_group,Transportation and storage,Other member,Female,2017,0.1,30.9,25.4
273669,2nd_category_group,Transportation and storage,Other member,Female,2018,0.1,27.7,22.1
273670,2nd_category_group,Transportation and storage,Other member,Female,2019,0.1,23.7,21.7
274992,2nd_category_group,Accommodation and food serving,Main earner,Male,2011,5.6,30.2,24.5
274993,2nd_category_group,Accommodation and food serving,Main earner,Male,2012,5.8,28.4,23.1
274994,2nd_category_group,Accommodation and food serving,Main earner,Male,2013,5.9,28.4,22.5
274995,2nd_category_group,Accommodation and food serving,Main earner,Male,2014,5.8,29.4,23.9
274996,2nd_category_group,Accommodation and food serving,Main earner,Male,2015,5.9,31.0,24.8
274997,2nd_category_group,Accommodation and food serving,Main earner,Male,2016,5.9,33.0,27.0
274998,2nd_category_group,Accommodation and food serving,Main earner,Male,2017,6.0,33.2,27.4
274999,2nd_category_group,Accommodation and food serving,Main earner,Male,2018,6.3,36.8,29.6
275000,2nd_category_group,Accommodation and food serving,Main earner,Male,2019,6.5,36.6,30.0
275001,2nd_category_group,Accommodation and food serving,Main earner,Male,2020,5.5,30.6,23.2
275006,2nd_category_group,Accommodation and food serving,Main earner,Female,2011,2.7,26.0,21.5
275007,2nd_category_group,Accommodation and food serving,Main earner,Female,2012,2.7,25.3,20.9
275008,2nd_category_group,Accommodation and food serving,Main earner,Female,2013,2.7,24.0,20.0
275009,2nd_category_group,Accommodation and food serving,Main earner,Female,2014,2.7,26.6,21.6
275010,2nd_category_group,Accommodation and food serving,Main earner,Female,2015,2.8,26.4,21.5
275011,2nd_category_group,Accommodation and food serving,Main earner,Female,2016,2.9,27.8,22.5
275012,2nd_category_group,Accommodation and food serving,Main earner,Female,2017,3.0,29.0,23.2
275013,2nd_category_group,Accommodation and food serving,Main earner,Female,2018,3.1,31.2,24.5
275014,2nd_category_group,Accommodation and food serving,Main earner,Female,2019,3.2,32.6,24.9
275015,2nd_category_group,Accommodation and food serving,Main earner,Female,2020,2.8,26.6,20.7
275034,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2011,1.6,26.4,21.2
275035,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2012,1.7,22.5,17.8
275036,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2013,1.8,23.3,19.1
275037,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2014,1.7,25.9,20.0
275038,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2015,1.8,26.7,20.0
275039,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2016,1.8,27.7,22.6
275040,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2017,1.9,27.4,22.8
275041,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2018,2.0,30.8,24.8
275042,2nd_category_group,Accommodation and food serving,Main earner without partner,Male,2019,2.2,30.1,24.4
275048,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2011,1.0,22.0,18.5
275049,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2012,1.0,20.9,17.2
275050,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2013,1.1,20.2,17.1
275051,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2014,1.1,22.4,16.9
275052,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2015,1.1,22.1,18.2
275053,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2016,1.3,23.4,18.3
275054,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2017,1.3,23.5,18.5
275055,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2018,1.4,25.8,19.2
275056,2nd_category_group,Accommodation and food serving,Main earner without partner,Female,2019,1.4,26.4,20.1
275076,2nd_category_group,Accommodation and food serving,Main earner with partner,Male,2011,4.0,31.8,25.7
275077,2nd_category_group,Accommodation and food serving,Main earner with partner,Male,2012,4.1,30.9,25.1
